197,220,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,220,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,220,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,226,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,232,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,226,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,232,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,226,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,232,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,239,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,245,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,239,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,245,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,239,1,16,0,1,0,0,0,0,0,0,32,69,74,70,68,69,66,70,69,69,66,70,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,245,1,16,0,1,0,0,0,0,0,0,32,70,72,70,65,69,66,69,69,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,67,65,65,65,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
